codigo_municipio;nome_municipio;UF_municipio;nome_bioma;grande_regiao
2925303;Porto Seguro;BA;Mata Atlântica;Nordeste
2925402;Potiraguá;BA;Mata Atlântica;Nordeste
2925501;Prado;BA;Mata Atlântica;Nordeste
2925600;Presidente Dutra;BA;Caatinga;Nordeste
2925709;Presidente Jânio Quadros;BA;Caatinga;Nordeste
2925758;Presidente Tancredo Neves;BA;Mata Atlântica;Nordeste
2925808;Queimadas;BA;Caatinga;Nordeste
2925907;Quijingue;BA;Caatinga;Nordeste
2925931;Quixabeira;BA;Caatinga;Nordeste
2925956;Rafael Jambeiro;BA;Caatinga;Nordeste
2926004;Remanso;BA;Caatinga;Nordeste
2926103;Retirolândia;BA;Caatinga;Nordeste
2926202;Riachão das Neves;BA;Cerrado;Nordeste
2926301;Riachão do Jacuípe;BA;Caatinga;Nordeste
2926400;Riacho de Santana;BA;Caatinga;Nordeste
2926509;Ribeira do Amparo;BA;Caatinga;Nordeste
2926608;Ribeira do Pombal;BA;Caatinga;Nordeste
2926657;Ribeirão do Largo;BA;Mata Atlântica;Nordeste
2926707;Rio de Contas;BA;Caatinga;Nordeste
2926806;Rio do Antônio;BA;Caatinga;Nordeste
2926905;Rio do Pires;BA;Caatinga;Nordeste
2927002;Rio Real;BA;Mata Atlântica;Nordeste
2927101;Rodelas;BA;Caatinga;Nordeste
2927200;Ruy Barbosa;BA;Caatinga;Nordeste
2927309;Salinas da Margarida;BA;Mata Atlântica;Nordeste
2927408;Salvador;BA;Mata Atlântica;Nordeste
2927507;Santa Bárbara;BA;Caatinga;Nordeste
2927606;Santa Brígida;BA;Caatinga;Nordeste
2927705;Santa Cruz Cabrália;BA;Mata Atlântica;Nordeste
2927804;Santa Cruz da Vitória;BA;Mata Atlântica;Nordeste
2927903;Santa Inês;BA;Mata Atlântica;Nordeste
2928000;Santaluz;BA;Caatinga;Nordeste
2928059;Santa Luzia;BA;Mata Atlântica;Nordeste
2928109;Santa Maria da Vitória;BA;Caatinga;Nordeste
2928208;Santana;BA;Caatinga;Nordeste
2928307;Santanópolis;BA;Caatinga;Nordeste
2928406;Santa Rita de Cássia;BA;Cerrado;Nordeste
2928505;Santa Terezinha;BA;Caatinga;Nordeste
2928604;Santo Amaro;BA;Mata Atlântica;Nordeste
2928703;Santo Antônio de Jesus;BA;Mata Atlântica;Nordeste
2928802;Santo Estêvão;BA;Caatinga;Nordeste
2928901;São Desidério;BA;Cerrado;Nordeste
2928950;São Domingos;BA;Caatinga;Nordeste
2929008;São Félix;BA;Mata Atlântica;Nordeste
2929057;São Félix do Coribe;BA;Caatinga;Nordeste
2929107;São Felipe;BA;Mata Atlântica;Nordeste
2929206;São Francisco do Conde;BA;Mata Atlântica;Nordeste
2929255;São Gabriel;BA;Caatinga;Nordeste
2929305;São Gonçalo dos Campos;BA;Mata Atlântica;Nordeste
2929354;São José da Vitória;BA;Mata Atlântica;Nordeste
2929370;São José do Jacuípe;BA;Caatinga;Nordeste
2929404;São Miguel das Matas;BA;Mata Atlântica;Nordeste
2929503;São Sebastião do Passé;BA;Mata Atlântica;Nordeste
2929602;Sapeaçu;BA;Mata Atlântica;Nordeste
2929701;Sátiro Dias;BA;Caatinga;Nordeste
2929750;Saubara;BA;Mata Atlântica;Nordeste
2929800;Saúde;BA;Caatinga;Nordeste
2929909;Seabra;BA;Caatinga;Nordeste
2930006;Sebastião Laranjeiras;BA;Caatinga;Nordeste
2930105;Senhor do Bonfim;BA;Caatinga;Nordeste
2930154;Serra do Ramalho;BA;Caatinga;Nordeste
2930204;Sento Sé;BA;Caatinga;Nordeste
2930303;Serra Dourada;BA;Caatinga;Nordeste
2930402;Serra Preta;BA;Mata Atlântica;Nordeste
2930501;Serrinha;BA;Caatinga;Nordeste
2930600;Serrolândia;BA;Caatinga;Nordeste
2930709;Simões Filho;BA;Mata Atlântica;Nordeste
2930758;Sítio do Mato;BA;Caatinga;Nordeste
2930766;Sítio do Quinto;BA;Caatinga;Nordeste
2930774;Sobradinho;BA;Caatinga;Nordeste
2930808;Souto Soares;BA;Caatinga;Nordeste
2930907;Tabocas do Brejo Velho;BA;Cerrado;Nordeste
2931004;Tanhaçu;BA;Caatinga;Nordeste
2931053;Tanque Novo;BA;Caatinga;Nordeste
2931103;Tanquinho;BA;Mata Atlântica;Nordeste
2931202;Taperoá;BA;Mata Atlântica;Nordeste
2931301;Tapiramutá;BA;Caatinga;Nordeste
2931350;Teixeira de Freitas;BA;Mata Atlântica;Nordeste
2931400;Teodoro Sampaio;BA;Mata Atlântica;Nordeste
2931509;Teofilândia;BA;Caatinga;Nordeste
2931608;Teolândia;BA;Mata Atlântica;Nordeste
2931707;Terra Nova;BA;Mata Atlântica;Nordeste
2931806;Tremedal;BA;Caatinga;Nordeste
2931905;Tucano;BA;Caatinga;Nordeste
2932002;Uauá;BA;Caatinga;Nordeste
2932101;Ubaíra;BA;Mata Atlântica;Nordeste
2932200;Ubaitaba;BA;Mata Atlântica;Nordeste
2932309;Ubatã;BA;Mata Atlântica;Nordeste
2932408;Uibaí;BA;Caatinga;Nordeste
2932457;Umburanas;BA;Caatinga;Nordeste
2932507;Una;BA;Mata Atlântica;Nordeste
2932606;Urandi;BA;Caatinga;Nordeste
2932705;Uruçuca;BA;Mata Atlântica;Nordeste
2932804;Utinga;BA;Caatinga;Nordeste
2932903;Valença;BA;Mata Atlântica;Nordeste
2933000;Valente;BA;Caatinga;Nordeste
2933059;Várzea da Roça;BA;Caatinga;Nordeste
2933109;Várzea do Poço;BA;Caatinga;Nordeste
2933158;Várzea Nova;BA;Caatinga;Nordeste
2933174;Varzedo;BA;Mata Atlântica;Nordeste
2933208;Vera Cruz;BA;Mata Atlântica;Nordeste
2933257;Vereda;BA;Mata Atlântica;Nordeste
2933307;Vitória da Conquista;BA;Mata Atlântica;Nordeste
2933406;Wagner;BA;Caatinga;Nordeste
2933455;Wanderley;BA;Caatinga;Nordeste
2933505;Wenceslau Guimarães;BA;Mata Atlântica;Nordeste
2933604;Xique-Xique;BA;Caatinga;Nordeste
2800100;Amparo do São Francisco;SE;Caatinga;Nordeste
2800209;Aquidabã;SE;Caatinga;Nordeste
2800308;Aracaju;SE;Mata Atlântica;Nordeste
2800407;Arauá;SE;Mata Atlântica;Nordeste
2800506;Areia Branca;SE;Mata Atlântica;Nordeste
2800605;Barra dos Coqueiros;SE;Mata Atlântica;Nordeste
2800670;Boquim;SE;Mata Atlântica;Nordeste
2800704;Brejo Grande;SE;Mata Atlântica;Nordeste
2801009;Campo do Brito;SE;Caatinga;Nordeste
2801108;Canhoba;SE;Caatinga;Nordeste
2801207;Canindé de São Francisco;SE;Caatinga;Nordeste
2801306;Capela;SE;Mata Atlântica;Nordeste
2801405;Carira;SE;Caatinga;Nordeste
2801504;Carmópolis;SE;Mata Atlântica;Nordeste
2801603;Cedro de São João;SE;Caatinga;Nordeste
2801702;Cristinápolis;SE;Mata Atlântica;Nordeste
2801900;Cumbe;SE;Mata Atlântica;Nordeste
2802007;Divina Pastora;SE;Mata Atlântica;Nordeste
2802106;Estância;SE;Mata Atlântica;Nordeste
2802205;Feira Nova;SE;Caatinga;Nordeste
2802304;Frei Paulo;SE;Caatinga;Nordeste
2802403;Gararu;SE;Caatinga;Nordeste
2802502;General Maynard;SE;Mata Atlântica;Nordeste
2802601;Gracho Cardoso;SE;Caatinga;Nordeste
2802700;Ilha das Flores;SE;Mata Atlântica;Nordeste
2802809;Indiaroba;SE;Mata Atlântica;Nordeste
2802908;Itabaiana;SE;Caatinga;Nordeste
2803005;Itabaianinha;SE;Caatinga;Nordeste
2803104;Itabi;SE;Caatinga;Nordeste
2803203;Itaporanga d'Ajuda;SE;Mata Atlântica;Nordeste
2803302;Japaratuba;SE;Mata Atlântica;Nordeste
2803401;Japoatã;SE;Mata Atlântica;Nordeste
2803500;Lagarto;SE;Caatinga;Nordeste
2803609;Laranjeiras;SE;Mata Atlântica;Nordeste
2803708;Macambira;SE;Caatinga;Nordeste
2803807;Malhada dos Bois;SE;Caatinga;Nordeste
2803906;Malhador;SE;Mata Atlântica;Nordeste
2804003;Maruim;SE;Mata Atlântica;Nordeste
2804102;Moita Bonita;SE;Caatinga;Nordeste
2804201;Monte Alegre de Sergipe;SE;Caatinga;Nordeste
2804300;Muribeca;SE;Mata Atlântica;Nordeste
2804409;Neópolis;SE;Mata Atlântica;Nordeste
2804458;Nossa Senhora Aparecida;SE;Caatinga;Nordeste
2804508;Nossa Senhora da Glória;SE;Caatinga;Nordeste
2804607;Nossa Senhora das Dores;SE;Mata Atlântica;Nordeste
2804706;Nossa Senhora de Lourdes;SE;Caatinga;Nordeste
2804805;Nossa Senhora do Socorro;SE;Mata Atlântica;Nordeste
2804904;Pacatuba;SE;Mata Atlântica;Nordeste
2805000;Pedra Mole;SE;Caatinga;Nordeste
2805109;Pedrinhas;SE;Mata Atlântica;Nordeste
2805208;Pinhão;SE;Caatinga;Nordeste
2805307;Pirambu;SE;Mata Atlântica;Nordeste
2805406;Poço Redondo;SE;Caatinga;Nordeste
2805505;Poço Verde;SE;Caatinga;Nordeste
2805604;Porto da Folha;SE;Caatinga;Nordeste
2805703;Propriá;SE;Mata Atlântica;Nordeste
2805802;Riachão do Dantas;SE;Caatinga;Nordeste
2805901;Riachuelo;SE;Mata Atlântica;Nordeste
2806008;Ribeirópolis;SE;Caatinga;Nordeste
2806107;Rosário do Catete;SE;Mata Atlântica;Nordeste
2806206;Salgado;SE;Mata Atlântica;Nordeste
2806305;Santa Luzia do Itanhy;SE;Mata Atlântica;Nordeste
2806404;Santana do São Francisco;SE;Mata Atlântica;Nordeste
2806503;Santa Rosa de Lima;SE;Mata Atlântica;Nordeste
2806602;Santo Amaro das Brotas;SE;Mata Atlântica;Nordeste
2806701;São Cristóvão;SE;Mata Atlântica;Nordeste
2806800;São Domingos;SE;Mata Atlântica;Nordeste
2806909;São Francisco;SE;Mata Atlântica;Nordeste
2807006;São Miguel do Aleixo;SE;Mata Atlântica;Nordeste
2807105;Simão Dias;SE;Caatinga;Nordeste
2807204;Siriri;SE;Mata Atlântica;Nordeste
2807303;Telha;SE;Mata Atlântica;Nordeste
2807402;Tobias Barreto;SE;Caatinga;Nordeste
2807501;Tomar do Geru;SE;Caatinga;Nordeste
2807600;Umbaúba;SE;Mata Atlântica;Nordeste
2600054;Abreu e Lima;PE;Mata Atlântica;Nordeste
2600104;Afogados da Ingazeira;PE;Caatinga;Nordeste
2600203;Afrânio;PE;Caatinga;Nordeste
2600302;Agrestina;PE;Caatinga;Nordeste
2600401;Água Preta;PE;Mata Atlântica;Nordeste
2600500;Águas Belas;PE;Caatinga;Nordeste
2600609;Alagoinha;PE;Caatinga;Nordeste
2600708;Aliança;PE;Mata Atlântica;Nordeste
2600807;Altinho;PE;Caatinga;Nordeste
2600906;Amaraji;PE;Mata Atlântica;Nordeste
2601003;Angelim;PE;Caatinga;Nordeste
2601052;Araçoiaba;PE;Mata Atlântica;Nordeste
2601102;Araripina;PE;Caatinga;Nordeste
2601201;Arcoverde;PE;Caatinga;Nordeste
2601300;Barra de Guabiraba;PE;Mata Atlântica;Nordeste
2601409;Barreiros;PE;Mata Atlântica;Nordeste
2601508;Belém de Maria;PE;Mata Atlântica;Nordeste
2601607;Belém do São Francisco;PE;Caatinga;Nordeste
2601706;Belo Jardim;PE;Caatinga;Nordeste
2601805;Betânia;PE;Caatinga;Nordeste
2601904;Bezerros;PE;Caatinga;Nordeste
2602001;Bodocó;PE;Caatinga;Nordeste
2602100;Bom Conselho;PE;Mata Atlântica;Nordeste
2602209;Bom Jardim;PE;Caatinga;Nordeste
2602308;Bonito;PE;Mata Atlântica;Nordeste
2602407;Brejão;PE;Mata Atlântica;Nordeste
2602506;Brejinho;PE;Caatinga;Nordeste
2602605;Brejo da Madre de Deus;PE;Caatinga;Nordeste
2602704;Buenos Aires;PE;Mata Atlântica;Nordeste
2602803;Buíque;PE;Caatinga;Nordeste
2602902;Cabo de Santo Agostinho;PE;Mata Atlântica;Nordeste
2603009;Cabrobó;PE;Caatinga;Nordeste
2603108;Cachoeirinha;PE;Caatinga;Nordeste
2603207;Caetés;PE;Caatinga;Nordeste
2603306;Calçado;PE;Caatinga;Nordeste
2603405;Calumbi;PE;Caatinga;Nordeste
2603454;Camaragibe;PE;Mata Atlântica;Nordeste
2603504;Camocim de São Félix;PE;Mata Atlântica;Nordeste
2603603;Camutanga;PE;Mata Atlântica;Nordeste
2603702;Canhotinho;PE;Mata Atlântica;Nordeste
2603801;Capoeiras;PE;Caatinga;Nordeste
2603900;Carnaíba;PE;Caatinga;Nordeste
2603926;Carnaubeira da Penha;PE;Caatinga;Nordeste
2604007;Carpina;PE;Mata Atlântica;Nordeste
2604106;Caruaru;PE;Caatinga;Nordeste
2604155;Casinhas;PE;Caatinga;Nordeste
2604205;Catende;PE;Mata Atlântica;Nordeste
2604304;Cedro;PE;Caatinga;Nordeste
2604403;Chã de Alegria;PE;Mata Atlântica;Nordeste
2604502;Chã Grande;PE;Mata Atlântica;Nordeste
2604601;Condado;PE;Mata Atlântica;Nordeste
2604700;Correntes;PE;Mata Atlântica;Nordeste
2604809;Cortês;PE;Mata Atlântica;Nordeste
2604908;Cumaru;PE;Caatinga;Nordeste
2605004;Cupira;PE;Caatinga;Nordeste
2605103;Custódia;PE;Caatinga;Nordeste
2605152;Dormentes;PE;Caatinga;Nordeste
2605202;Escada;PE;Mata Atlântica;Nordeste
2605301;Exu;PE;Caatinga;Nordeste
2605400;Feira Nova;PE;Mata Atlântica;Nordeste
2605459;Fernando de Noronha;PE;Mata Atlântica;Nordeste
2605509;Ferreiros;PE;Mata Atlântica;Nordeste
2605608;Flores;PE;Caatinga;Nordeste
2605707;Floresta;PE;Caatinga;Nordeste
2605806;Frei Miguelinho;PE;Caatinga;Nordeste
2605905;Gameleira;PE;Mata Atlântica;Nordeste
2606002;Garanhuns;PE;Caatinga;Nordeste
2606101;Glória do Goitá;PE;Mata Atlântica;Nordeste
2606200;Goiana;PE;Mata Atlântica;Nordeste
2606309;Granito;PE;Caatinga;Nordeste
2606408;Gravatá;PE;Caatinga;Nordeste
2606507;Iati;PE;Caatinga;Nordeste
2606606;Ibimirim;PE;Caatinga;Nordeste
2606705;Ibirajuba;PE;Caatinga;Nordeste
2606804;Igarassu;PE;Mata Atlântica;Nordeste
2606903;Iguaracy;PE;Caatinga;Nordeste
2607000;Inajá;PE;Caatinga;Nordeste
2607109;Ingazeira;PE;Caatinga;Nordeste
2607208;Ipojuca;PE;Mata Atlântica;Nordeste
2607307;Ipubi;PE;Caatinga;Nordeste
2607406;Itacuruba;PE;Caatinga;Nordeste
2607505;Itaíba;PE;Caatinga;Nordeste
2607604;Ilha de Itamaracá;PE;Mata Atlântica;Nordeste
2607653;Itambé;PE;Mata Atlântica;Nordeste
2607703;Itapetim;PE;Caatinga;Nordeste
2607752;Itapissuma;PE;Mata Atlântica;Nordeste
2607802;Itaquitinga;PE;Mata Atlântica;Nordeste
2607901;Jaboatão dos Guararapes;PE;Mata Atlântica;Nordeste
2607950;Jaqueira;PE;Mata Atlântica;Nordeste
2608008;Jataúba;PE;Caatinga;Nordeste
2608057;Jatobá;PE;Caatinga;Nordeste
2608107;João Alfredo;PE;Caatinga;Nordeste
2608206;Joaquim Nabuco;PE;Mata Atlântica;Nordeste
2608255;Jucati;PE;Caatinga;Nordeste
2608305;Jupi;PE;Caatinga;Nordeste
2608404;Jurema;PE;Mata Atlântica;Nordeste
2608453;Lagoa do Carro;PE;Mata Atlântica;Nordeste
2608503;Lagoa de Itaenga;PE;Mata Atlântica;Nordeste
2608602;Lagoa do Ouro;PE;Mata Atlântica;Nordeste
2608701;Lagoa dos Gatos;PE;Mata Atlântica;Nordeste
2608750;Lagoa Grande;PE;Caatinga;Nordeste
2608800;Lajedo;PE;Caatinga;Nordeste
2608909;Limoeiro;PE;Mata Atlântica;Nordeste
2609006;Macaparana;PE;Mata Atlântica;Nordeste
2609105;Machados;PE;Mata Atlântica;Nordeste
2609154;Manari;PE;Caatinga;Nordeste
2609204;Maraial;PE;Mata Atlântica;Nordeste
2609303;Mirandiba;PE;Caatinga;Nordeste
2609402;Moreno;PE;Mata Atlântica;Nordeste
2609501;Nazaré da Mata;PE;Mata Atlântica;Nordeste
2609600;Olinda;PE;Mata Atlântica;Nordeste
2609709;Orobó;PE;Mata Atlântica;Nordeste
2609808;Orocó;PE;Caatinga;Nordeste
2609907;Ouricuri;PE;Caatinga;Nordeste
2610004;Palmares;PE;Mata Atlântica;Nordeste
2610103;Palmeirina;PE;Mata Atlântica;Nordeste
2610202;Panelas;PE;Caatinga;Nordeste
2610301;Paranatama;PE;Caatinga;Nordeste
2610400;Parnamirim;PE;Caatinga;Nordeste
2610509;Passira;PE;Caatinga;Nordeste
2610608;Paudalho;PE;Mata Atlântica;Nordeste
2610707;Paulista;PE;Mata Atlântica;Nordeste
2610806;Pedra;PE;Caatinga;Nordeste
2610905;Pesqueira;PE;Caatinga;Nordeste
2611002;Petrolândia;PE;Caatinga;Nordeste
2611101;Petrolina;PE;Caatinga;Nordeste
2611200;Poção;PE;Caatinga;Nordeste
2611309;Pombos;PE;Mata Atlântica;Nordeste
2611408;Primavera;PE;Mata Atlântica;Nordeste
2611507;Quipapá;PE;Mata Atlântica;Nordeste
2611533;Quixaba;PE;Caatinga;Nordeste
2611606;Recife;PE;Mata Atlântica;Nordeste
2611705;Riacho das Almas;PE;Caatinga;Nordeste
2611804;Ribeirão;PE;Mata Atlântica;Nordeste
2611903;Rio Formoso;PE;Mata Atlântica;Nordeste
2612000;Sairé;PE;Mata Atlântica;Nordeste
2612109;Salgadinho;PE;Caatinga;Nordeste
2612208;Salgueiro;PE;Caatinga;Nordeste
2612307;Saloá;PE;Caatinga;Nordeste
2612406;Sanharó;PE;Caatinga;Nordeste
2612455;Santa Cruz;PE;Caatinga;Nordeste
2612471;Santa Cruz da Baixa Verde;PE;Caatinga;Nordeste
2612505;Santa Cruz do Capibaribe;PE;Caatinga;Nordeste
2612554;Santa Filomena;PE;Caatinga;Nordeste
2612604;Santa Maria da Boa Vista;PE;Caatinga;Nordeste
2612703;Santa Maria do Cambucá;PE;Caatinga;Nordeste
2612802;Santa Terezinha;PE;Caatinga;Nordeste
2612901;São Benedito do Sul;PE;Mata Atlântica;Nordeste
2613008;São Bento do Una;PE;Caatinga;Nordeste
2613107;São Caitano;PE;Caatinga;Nordeste
2613206;São João;PE;Caatinga;Nordeste
2613305;São Joaquim do Monte;PE;Caatinga;Nordeste
2613404;São José da Coroa Grande;PE;Mata Atlântica;Nordeste
2613503;São José do Belmonte;PE;Caatinga;Nordeste
2613602;São José do Egito;PE;Caatinga;Nordeste
2613701;São Lourenço da Mata;PE;Mata Atlântica;Nordeste
2613800;São Vicente Férrer;PE;Mata Atlântica;Nordeste
2613909;Serra Talhada;PE;Caatinga;Nordeste
2614006;Serrita;PE;Caatinga;Nordeste
2614105;Sertânia;PE;Caatinga;Nordeste
2614204;Sirinhaém;PE;Mata Atlântica;Nordeste
2614303;Moreilândia;PE;Caatinga;Nordeste
2614402;Solidão;PE;Caatinga;Nordeste
2614501;Surubim;PE;Caatinga;Nordeste
2614600;Tabira;PE;Caatinga;Nordeste
2614709;Tacaimbó;PE;Caatinga;Nordeste
2614808;Tacaratu;PE;Caatinga;Nordeste
2614857;Tamandaré;PE;Mata Atlântica;Nordeste
2615003;Taquaritinga do Norte;PE;Caatinga;Nordeste
2615102;Terezinha;PE;Mata Atlântica;Nordeste
2615201;Terra Nova;PE;Caatinga;Nordeste
2615300;Timbaúba;PE;Mata Atlântica;Nordeste
2615409;Toritama;PE;Caatinga;Nordeste
2615508;Tracunhaém;PE;Mata Atlântica;Nordeste
2615607;Trindade;PE;Caatinga;Nordeste
2615706;Triunfo;PE;Caatinga;Nordeste
2615805;Tupanatinga;PE;Caatinga;Nordeste
2615904;Tuparetama;PE;Caatinga;Nordeste
2616001;Venturosa;PE;Caatinga;Nordeste
2616100;Verdejante;PE;Caatinga;Nordeste
2616183;Vertente do Lério;PE;Caatinga;Nordeste
2616209;Vertentes;PE;Caatinga;Nordeste
2616308;Vicência;PE;Mata Atlântica;Nordeste
2616407;Vitória de Santo Antão;PE;Mata Atlântica;Nordeste
2616506;Xexéu;PE;Mata Atlântica;Nordeste
2300101;Abaiara;CE;Caatinga;Nordeste
2300150;Acarape;CE;Caatinga;Nordeste
2300200;Acaraú;CE;Caatinga;Nordeste
2300309;Acopiara;CE;Caatinga;Nordeste
2300408;Aiuaba;CE;Caatinga;Nordeste
2300507;Alcântaras;CE;Caatinga;Nordeste
2300606;Altaneira;CE;Caatinga;Nordeste
2300705;Alto Santo;CE;Caatinga;Nordeste
2300754;Amontada;CE;Caatinga;Nordeste
2300804;Antonina do Norte;CE;Caatinga;Nordeste
2300903;Apuiarés;CE;Caatinga;Nordeste
2301000;Aquiraz;CE;Caatinga;Nordeste
2301109;Aracati;CE;Caatinga;Nordeste
2301208;Aracoiaba;CE;Caatinga;Nordeste
2301257;Ararendá;CE;Caatinga;Nordeste
2301307;Araripe;CE;Caatinga;Nordeste
2301406;Aratuba;CE;Caatinga;Nordeste
2301505;Arneiroz;CE;Caatinga;Nordeste
2301604;Assaré;CE;Caatinga;Nordeste
2301703;Aurora;CE;Caatinga;Nordeste
2301802;Baixio;CE;Caatinga;Nordeste
2301851;Banabuiú;CE;Caatinga;Nordeste
2301901;Barbalha;CE;Caatinga;Nordeste
2301950;Barreira;CE;Caatinga;Nordeste
2302008;Barro;CE;Caatinga;Nordeste
2302057;Barroquinha;CE;Caatinga;Nordeste
2302107;Baturité;CE;Caatinga;Nordeste
2302206;Beberibe;CE;Caatinga;Nordeste
2302305;Bela Cruz;CE;Caatinga;Nordeste
2302404;Boa Viagem;CE;Caatinga;Nordeste
2302503;Brejo Santo;CE;Caatinga;Nordeste
2302602;Camocim;CE;Caatinga;Nordeste
2302701;Campos Sales;CE;Caatinga;Nordeste
2302800;Canindé;CE;Caatinga;Nordeste
2302909;Capistrano;CE;Caatinga;Nordeste
2303006;Caridade;CE;Caatinga;Nordeste
2303105;Cariré;CE;Caatinga;Nordeste
2303204;Caririaçu;CE;Caatinga;Nordeste
2303303;Cariús;CE;Caatinga;Nordeste
2303402;Carnaubal;CE;Caatinga;Nordeste
2303501;Cascavel;CE;Caatinga;Nordeste
2303600;Catarina;CE;Caatinga;Nordeste
2303659;Catunda;CE;Caatinga;Nordeste
2303709;Caucaia;CE;Caatinga;Nordeste
2303808;Cedro;CE;Caatinga;Nordeste
2303907;Chaval;CE;Caatinga;Nordeste
2303931;Choró;CE;Caatinga;Nordeste
2303956;Chorozinho;CE;Caatinga;Nordeste
2304004;Coreaú;CE;Caatinga;Nordeste
2304103;Crateús;CE;Caatinga;Nordeste
2304202;Crato;CE;Caatinga;Nordeste
2304236;Croatá;CE;Caatinga;Nordeste
2304251;Cruz;CE;Caatinga;Nordeste
2304269;Deputado Irapuan Pinheiro;CE;Caatinga;Nordeste
2304277;Ereré;CE;Caatinga;Nordeste
2304285;Eusébio;CE;Caatinga;Nordeste
2304301;Farias Brito;CE;Caatinga;Nordeste
2304350;Forquilha;CE;Caatinga;Nordeste
2304400;Fortaleza;CE;Caatinga;Nordeste
2304459;Fortim;CE;Caatinga;Nordeste
2304509;Frecheirinha;CE;Caatinga;Nordeste
2304608;General Sampaio;CE;Caatinga;Nordeste
2304657;Graça;CE;Caatinga;Nordeste
2304707;Granja;CE;Caatinga;Nordeste
2304806;Granjeiro;CE;Caatinga;Nordeste
2304905;Groaíras;CE;Caatinga;Nordeste
2304954;Guaiúba;CE;Caatinga;Nordeste
2305001;Guaraciaba do Norte;CE;Caatinga;Nordeste
2305100;Guaramiranga;CE;Caatinga;Nordeste
2305209;Hidrolândia;CE;Caatinga;Nordeste
2305233;Horizonte;CE;Caatinga;Nordeste
2305266;Ibaretama;CE;Caatinga;Nordeste
2305308;Ibiapina;CE;Caatinga;Nordeste
2305332;Ibicuitinga;CE;Caatinga;Nordeste
2305357;Icapuí;CE;Caatinga;Nordeste
2305407;Icó;CE;Caatinga;Nordeste
2305506;Iguatu;CE;Caatinga;Nordeste
2305605;Independência;CE;Caatinga;Nordeste
2305654;Ipaporanga;CE;Caatinga;Nordeste
2305704;Ipaumirim;CE;Caatinga;Nordeste
2305803;Ipu;CE;Caatinga;Nordeste
2305902;Ipueiras;CE;Caatinga;Nordeste
2306009;Iracema;CE;Caatinga;Nordeste
2306108;Irauçuba;CE;Caatinga;Nordeste
2306207;Itaiçaba;CE;Caatinga;Nordeste
2306256;Itaitinga;CE;Caatinga;Nordeste
2306306;Itapajé;CE;Caatinga;Nordeste
2306405;Itapipoca;CE;Caatinga;Nordeste
2306504;Itapiúna;CE;Caatinga;Nordeste
2306553;Itarema;CE;Caatinga;Nordeste
2306603;Itatira;CE;Caatinga;Nordeste
2306702;Jaguaretama;CE;Caatinga;Nordeste
2306801;Jaguaribara;CE;Caatinga;Nordeste
2306900;Jaguaribe;CE;Caatinga;Nordeste
2307007;Jaguaruana;CE;Caatinga;Nordeste
2307106;Jardim;CE;Caatinga;Nordeste
2307205;Jati;CE;Caatinga;Nordeste
2307254;Jijoca de Jericoacoara;CE;Caatinga;Nordeste
2307304;Juazeiro do Norte;CE;Caatinga;Nordeste
2307403;Jucás;CE;Caatinga;Nordeste
2307502;Lavras da Mangabeira;CE;Caatinga;Nordeste
2307601;Limoeiro do Norte;CE;Caatinga;Nordeste
2307635;Madalena;CE;Caatinga;Nordeste
2307650;Maracanaú;CE;Caatinga;Nordeste
2307700;Maranguape;CE;Caatinga;Nordeste
2307809;Marco;CE;Caatinga;Nordeste
2307908;Martinópole;CE;Caatinga;Nordeste
2308005;Massapê;CE;Caatinga;Nordeste
2308104;Mauriti;CE;Caatinga;Nordeste
2308203;Meruoca;CE;Caatinga;Nordeste
2308302;Milagres;CE;Caatinga;Nordeste
2308351;Milhã;CE;Caatinga;Nordeste
2308377;Miraíma;CE;Caatinga;Nordeste
2308401;Missão Velha;CE;Caatinga;Nordeste
2308500;Mombaça;CE;Caatinga;Nordeste
2308609;Monsenhor Tabosa;CE;Caatinga;Nordeste
2308708;Morada Nova;CE;Caatinga;Nordeste
2308807;Moraújo;CE;Caatinga;Nordeste
2308906;Morrinhos;CE;Caatinga;Nordeste
2309003;Mucambo;CE;Caatinga;Nordeste
2309102;Mulungu;CE;Caatinga;Nordeste
2309201;Nova Olinda;CE;Caatinga;Nordeste
2309300;Nova Russas;CE;Caatinga;Nordeste
2309409;Novo Oriente;CE;Caatinga;Nordeste
2309458;Ocara;CE;Caatinga;Nordeste
2309508;Orós;CE;Caatinga;Nordeste
2309607;Pacajus;CE;Caatinga;Nordeste
2309706;Pacatuba;CE;Caatinga;Nordeste
2309805;Pacoti;CE;Caatinga;Nordeste
2309904;Pacujá;CE;Caatinga;Nordeste
2310001;Palhano;CE;Caatinga;Nordeste
2310100;Palmácia;CE;Caatinga;Nordeste
2310209;Paracuru;CE;Caatinga;Nordeste
2310258;Paraipaba;CE;Caatinga;Nordeste
2310308;Parambu;CE;Caatinga;Nordeste
2310407;Paramoti;CE;Caatinga;Nordeste
2310506;Pedra Branca;CE;Caatinga;Nordeste
2310605;Penaforte;CE;Caatinga;Nordeste
2310704;Pentecoste;CE;Caatinga;Nordeste
2310803;Pereiro;CE;Caatinga;Nordeste
2310852;Pindoretama;CE;Caatinga;Nordeste
2310902;Piquet Carneiro;CE;Caatinga;Nordeste
2310951;Pires Ferreira;CE;Caatinga;Nordeste
2311009;Poranga;CE;Caatinga;Nordeste
2311108;Porteiras;CE;Caatinga;Nordeste
2311207;Potengi;CE;Caatinga;Nordeste
2311231;Potiretama;CE;Caatinga;Nordeste
