Geocódigo;Nome do município;Sigla da UF;Bioma predominante
4202156;Belmonte;SC;Mata Atlântica
4202206;Benedito Novo;SC;Mata Atlântica
4202305;Biguaçu;SC;Mata Atlântica
4202404;Blumenau;SC;Mata Atlântica
4202438;Bocaina do Sul;SC;Mata Atlântica
4202453;Bombinhas;SC;Mata Atlântica
4202503;Bom Jardim da Serra;SC;Mata Atlântica
4202537;Bom Jesus;SC;Mata Atlântica
4202578;Bom Jesus do Oeste;SC;Mata Atlântica
4202602;Bom Retiro;SC;Mata Atlântica
4202701;Botuverá;SC;Mata Atlântica
4202800;Braço do Norte;SC;Mata Atlântica
4202859;Braço do Trombudo;SC;Mata Atlântica
4202875;Brunópolis;SC;Mata Atlântica
4202909;Brusque;SC;Mata Atlântica
4203006;Caçador;SC;Mata Atlântica
4203105;Caibi;SC;Mata Atlântica
4203154;Calmon;SC;Mata Atlântica
4203204;Camboriú;SC;Mata Atlântica
4203253;Capão Alto;SC;Mata Atlântica
4203303;Campo Alegre;SC;Mata Atlântica
4203402;Campo Belo do Sul;SC;Mata Atlântica
4203501;Campo Erê;SC;Mata Atlântica
4203600;Campos Novos;SC;Mata Atlântica
4203709;Canelinha;SC;Mata Atlântica
4203808;Canoinhas;SC;Mata Atlântica
4203907;Capinzal;SC;Mata Atlântica
4203956;Capivari de Baixo;SC;Mata Atlântica
4204004;Catanduvas;SC;Mata Atlântica
4204103;Caxambu do Sul;SC;Mata Atlântica
4204152;Celso Ramos;SC;Mata Atlântica
4204178;Cerro Negro;SC;Mata Atlântica
4204194;Chapadão do Lageado;SC;Mata Atlântica
4204202;Chapecó;SC;Mata Atlântica
4204251;Cocal do Sul;SC;Mata Atlântica
4204301;Concórdia;SC;Mata Atlântica
4204350;Cordilheira Alta;SC;Mata Atlântica
4204400;Coronel Freitas;SC;Mata Atlântica
4204459;Coronel Martins;SC;Mata Atlântica
4204509;Corupá;SC;Mata Atlântica
4204558;Correia Pinto;SC;Mata Atlântica
4204608;Criciúma;SC;Mata Atlântica
4204707;Cunha Porã;SC;Mata Atlântica
4204756;Cunhataí;SC;Mata Atlântica
4204806;Curitibanos;SC;Mata Atlântica
4204905;Descanso;SC;Mata Atlântica
4205001;Dionísio Cerqueira;SC;Mata Atlântica
4205100;Dona Emma;SC;Mata Atlântica
4205159;Doutor Pedrinho;SC;Mata Atlântica
4205175;Entre Rios;SC;Mata Atlântica
4205191;Ermo;SC;Mata Atlântica
4205209;Erval Velho;SC;Mata Atlântica
4205308;Faxinal dos Guedes;SC;Mata Atlântica
4205357;Flor do Sertão;SC;Mata Atlântica
4205407;Florianópolis;SC;Mata Atlântica
4205431;Formosa do Sul;SC;Mata Atlântica
4205456;Forquilhinha;SC;Mata Atlântica
4205506;Fraiburgo;SC;Mata Atlântica
4205555;Frei Rogério;SC;Mata Atlântica
4205605;Galvão;SC;Mata Atlântica
4205704;Garopaba;SC;Mata Atlântica
4205803;Garuva;SC;Mata Atlântica
4205902;Gaspar;SC;Mata Atlântica
4206009;Governador Celso Ramos;SC;Mata Atlântica
4206108;Grão Pará;SC;Mata Atlântica
4206207;Gravatal;SC;Mata Atlântica
4206306;Guabiruba;SC;Mata Atlântica
4206405;Guaraciaba;SC;Mata Atlântica
4206504;Guaramirim;SC;Mata Atlântica
4206603;Guarujá do Sul;SC;Mata Atlântica
4206652;Guatambú;SC;Mata Atlântica
4206702;Herval d'Oeste;SC;Mata Atlântica
4206751;Ibiam;SC;Mata Atlântica
4206801;Ibicaré;SC;Mata Atlântica
4206900;Ibirama;SC;Mata Atlântica
4207007;Içara;SC;Mata Atlântica
4207106;Ilhota;SC;Mata Atlântica
4207205;Imaruí;SC;Mata Atlântica
4207304;Imbituba;SC;Mata Atlântica
4207403;Imbuia;SC;Mata Atlântica
4207502;Indaial;SC;Mata Atlântica
4207577;Iomerê;SC;Mata Atlântica
4207601;Ipira;SC;Mata Atlântica
4207650;Iporã do Oeste;SC;Mata Atlântica
4207684;Ipuaçu;SC;Mata Atlântica
4207700;Ipumirim;SC;Mata Atlântica
4207759;Iraceminha;SC;Mata Atlântica
4207809;Irani;SC;Mata Atlântica
4207858;Irati;SC;Mata Atlântica
4207908;Irineópolis;SC;Mata Atlântica
4208005;Itá;SC;Mata Atlântica
4208104;Itaiópolis;SC;Mata Atlântica
4208203;Itajaí;SC;Mata Atlântica
4208302;Itapema;SC;Mata Atlântica
4208401;Itapiranga;SC;Mata Atlântica
4208450;Itapoá;SC;Mata Atlântica
4208500;Ituporanga;SC;Mata Atlântica
4208609;Jaborá;SC;Mata Atlântica
4208708;Jacinto Machado;SC;Mata Atlântica
4208807;Jaguaruna;SC;Mata Atlântica
4208906;Jaraguá do Sul;SC;Mata Atlântica
4208955;Jardinópolis;SC;Mata Atlântica
4209003;Joaçaba;SC;Mata Atlântica
4209102;Joinville;SC;Mata Atlântica
4209151;José Boiteux;SC;Mata Atlântica
4209177;Jupiá;SC;Mata Atlântica
4209201;Lacerdópolis;SC;Mata Atlântica
4209300;Lages;SC;Mata Atlântica
4209409;Laguna;SC;Mata Atlântica
4209458;Lajeado Grande;SC;Mata Atlântica
4209508;Laurentino;SC;Mata Atlântica
4209607;Lauro Müller;SC;Mata Atlântica
4209706;Lebon Régis;SC;Mata Atlântica
4209805;Leoberto Leal;SC;Mata Atlântica
4209854;Lindóia do Sul;SC;Mata Atlântica
4209904;Lontras;SC;Mata Atlântica
4210001;Luiz Alves;SC;Mata Atlântica
4210035;Luzerna;SC;Mata Atlântica
4210050;Macieira;SC;Mata Atlântica
4210100;Mafra;SC;Mata Atlântica
4210209;Major Gercino;SC;Mata Atlântica
4210308;Major Vieira;SC;Mata Atlântica
4210407;Maracajá;SC;Mata Atlântica
4210506;Maravilha;SC;Mata Atlântica
4210555;Marema;SC;Mata Atlântica
4210605;Massaranduba;SC;Mata Atlântica
4210704;Matos Costa;SC;Mata Atlântica
4210803;Meleiro;SC;Mata Atlântica
4210852;Mirim Doce;SC;Mata Atlântica
4210902;Modelo;SC;Mata Atlântica
4211009;Mondaí;SC;Mata Atlântica
4211058;Monte Carlo;SC;Mata Atlântica
4211108;Monte Castelo;SC;Mata Atlântica
4211207;Morro da Fumaça;SC;Mata Atlântica
4211256;Morro Grande;SC;Mata Atlântica
4211306;Navegantes;SC;Mata Atlântica
4211405;Nova Erechim;SC;Mata Atlântica
4211454;Nova Itaberaba;SC;Mata Atlântica
4211504;Nova Trento;SC;Mata Atlântica
4211603;Nova Veneza;SC;Mata Atlântica
4211652;Novo Horizonte;SC;Mata Atlântica
4211702;Orleans;SC;Mata Atlântica
4211751;Otacílio Costa;SC;Mata Atlântica
4211801;Ouro;SC;Mata Atlântica
4211850;Ouro Verde;SC;Mata Atlântica
4211876;Paial;SC;Mata Atlântica
4211892;Painel;SC;Mata Atlântica
4211900;Palhoça;SC;Mata Atlântica
4212007;Palma Sola;SC;Mata Atlântica
4212056;Palmeira;SC;Mata Atlântica
4212106;Palmitos;SC;Mata Atlântica
4212205;Papanduva;SC;Mata Atlântica
4212239;Paraíso;SC;Mata Atlântica
4212254;Passo de Torres;SC;Mata Atlântica
4212270;Passos Maia;SC;Mata Atlântica
4212304;Paulo Lopes;SC;Mata Atlântica
4212403;Pedras Grandes;SC;Mata Atlântica
4212502;Penha;SC;Mata Atlântica
4212601;Peritiba;SC;Mata Atlântica
4212650;Pescaria Brava;SC;Mata Atlântica
4212700;Petrolândia;SC;Mata Atlântica
4212809;Balneário Piçarras;SC;Mata Atlântica
4212908;Pinhalzinho;SC;Mata Atlântica
4213005;Pinheiro Preto;SC;Mata Atlântica
4213104;Piratuba;SC;Mata Atlântica
4213153;Planalto Alegre;SC;Mata Atlântica
4213203;Pomerode;SC;Mata Atlântica
4213302;Ponte Alta;SC;Mata Atlântica
4213351;Ponte Alta do Norte;SC;Mata Atlântica
4213401;Ponte Serrada;SC;Mata Atlântica
4213500;Porto Belo;SC;Mata Atlântica
4213609;Porto União;SC;Mata Atlântica
4213708;Pouso Redondo;SC;Mata Atlântica
4213807;Praia Grande;SC;Mata Atlântica
4213906;Presidente Castello Branco;SC;Mata Atlântica
4214003;Presidente Getúlio;SC;Mata Atlântica
4214102;Presidente Nereu;SC;Mata Atlântica
4214151;Princesa;SC;Mata Atlântica
4214201;Quilombo;SC;Mata Atlântica
4214300;Rancho Queimado;SC;Mata Atlântica
4214409;Rio das Antas;SC;Mata Atlântica
4214508;Rio do Campo;SC;Mata Atlântica
4214607;Rio do Oeste;SC;Mata Atlântica
4214706;Rio dos Cedros;SC;Mata Atlântica
4214805;Rio do Sul;SC;Mata Atlântica
4214904;Rio Fortuna;SC;Mata Atlântica
4215000;Rio Negrinho;SC;Mata Atlântica
4215059;Rio Rufino;SC;Mata Atlântica
4215075;Riqueza;SC;Mata Atlântica
4215109;Rodeio;SC;Mata Atlântica
4215208;Romelândia;SC;Mata Atlântica
4215307;Salete;SC;Mata Atlântica
4215356;Saltinho;SC;Mata Atlântica
4215406;Salto Veloso;SC;Mata Atlântica
4215455;Sangão;SC;Mata Atlântica
4215505;Santa Cecília;SC;Mata Atlântica
4215554;Santa Helena;SC;Mata Atlântica
4215604;Santa Rosa de Lima;SC;Mata Atlântica
4215653;Santa Rosa do Sul;SC;Mata Atlântica
4215679;Santa Terezinha;SC;Mata Atlântica
4215687;Santa Terezinha do Progresso;SC;Mata Atlântica
4215695;Santiago do Sul;SC;Mata Atlântica
4215703;Santo Amaro da Imperatriz;SC;Mata Atlântica
4215752;São Bernardino;SC;Mata Atlântica
4215802;São Bento do Sul;SC;Mata Atlântica
4215901;São Bonifácio;SC;Mata Atlântica
4216008;São Carlos;SC;Mata Atlântica
4216057;São Cristóvão do Sul;SC;Mata Atlântica
4216107;São Domingos;SC;Mata Atlântica
4216206;São Francisco do Sul;SC;Mata Atlântica
4216255;São João do Oeste;SC;Mata Atlântica
4216305;São João Batista;SC;Mata Atlântica
4216354;São João do Itaperiú;SC;Mata Atlântica
4216404;São João do Sul;SC;Mata Atlântica
4216503;São Joaquim;SC;Mata Atlântica
4216602;São José;SC;Mata Atlântica
4216701;São José do Cedro;SC;Mata Atlântica
4216800;São José do Cerrito;SC;Mata Atlântica
4216909;São Lourenço do Oeste;SC;Mata Atlântica
4217006;São Ludgero;SC;Mata Atlântica
4217105;São Martinho;SC;Mata Atlântica
4217154;São Miguel da Boa Vista;SC;Mata Atlântica
4217204;São Miguel do Oeste;SC;Mata Atlântica
4217253;São Pedro de Alcântara;SC;Mata Atlântica
4217303;Saudades;SC;Mata Atlântica
4217402;Schroeder;SC;Mata Atlântica
4217501;Seara;SC;Mata Atlântica
4217550;Serra Alta;SC;Mata Atlântica
4217600;Siderópolis;SC;Mata Atlântica
4217709;Sombrio;SC;Mata Atlântica
4217758;Sul Brasil;SC;Mata Atlântica
4217808;Taió;SC;Mata Atlântica
4217907;Tangará;SC;Mata Atlântica
4217956;Tigrinhos;SC;Mata Atlântica
4218004;Tijucas;SC;Mata Atlântica
4218103;Timbé do Sul;SC;Mata Atlântica
4218202;Timbó;SC;Mata Atlântica
4218251;Timbó Grande;SC;Mata Atlântica
4218301;Três Barras;SC;Mata Atlântica
4218350;Treviso;SC;Mata Atlântica
4218400;Treze de Maio;SC;Mata Atlântica
4218509;Treze Tílias;SC;Mata Atlântica
4218608;Trombudo Central;SC;Mata Atlântica
4218707;Tubarão;SC;Mata Atlântica
4218756;Tunápolis;SC;Mata Atlântica
4218806;Turvo;SC;Mata Atlântica
4218855;União do Oeste;SC;Mata Atlântica
4218905;Urubici;SC;Mata Atlântica
4218954;Urupema;SC;Mata Atlântica
4219002;Urussanga;SC;Mata Atlântica
4219101;Vargeão;SC;Mata Atlântica
4219150;Vargem;SC;Mata Atlântica
4219176;Vargem Bonita;SC;Mata Atlântica
4219200;Vidal Ramos;SC;Mata Atlântica
4219309;Videira;SC;Mata Atlântica
4219358;Vitor Meireles;SC;Mata Atlântica
4219408;Witmarsum;SC;Mata Atlântica
4219507;Xanxerê;SC;Mata Atlântica
4219606;Xavantina;SC;Mata Atlântica
4219705;Xaxim;SC;Mata Atlântica
4219853;Zortéa;SC;Mata Atlântica
4220000;Balneário Rincão;SC;Mata Atlântica
4300001;Lagoa Mirim;RS;Pampa
4300002;Lagoa dos Patos;RS;Pampa
4300034;Aceguá;RS;Pampa
4300059;Água Santa;RS;Mata Atlântica
4300109;Agudo;RS;Mata Atlântica
4300208;Ajuricaba;RS;Mata Atlântica
4300307;Alecrim;RS;Mata Atlântica
4300406;Alegrete;RS;Pampa
4300455;Alegria;RS;Mata Atlântica
4300471;Almirante Tamandaré do Sul;RS;Pampa
4300505;Alpestre;RS;Mata Atlântica
4300554;Alto Alegre;RS;Mata Atlântica
4300570;Alto Feliz;RS;Mata Atlântica
4300604;Alvorada;RS;Pampa
4300638;Amaral Ferrador;RS;Pampa
4300646;Ametista do Sul;RS;Mata Atlântica
4300661;André da Rocha;RS;Mata Atlântica
4300703;Anta Gorda;RS;Mata Atlântica
4300802;Antônio Prado;RS;Mata Atlântica
4300851;Arambaré;RS;Pampa
4300877;Araricá;RS;Mata Atlântica
4300901;Aratiba;RS;Mata Atlântica
4301008;Arroio do Meio;RS;Mata Atlântica
4301057;Arroio do Sal;RS;Mata Atlântica
4301073;Arroio do Padre;RS;Pampa
4301107;Arroio dos Ratos;RS;Pampa
4301206;Arroio do Tigre;RS;Mata Atlântica
4301305;Arroio Grande;RS;Pampa
4301404;Arvorezinha;RS;Mata Atlântica
4301503;Augusto Pestana;RS;Pampa
4301552;Áurea;RS;Mata Atlântica
4301602;Bagé;RS;Pampa
4301636;Balneário Pinhal;RS;Pampa
4301651;Barão;RS;Mata Atlântica
4301701;Barão de Cotegipe;RS;Mata Atlântica
4301750;Barão do Triunfo;RS;Pampa
4301800;Barracão;RS;Mata Atlântica
4301859;Barra do Guarita;RS;Mata Atlântica
4301875;Barra do Quaraí;RS;Pampa
4301909;Barra do Ribeiro;RS;Pampa
4301925;Barra do Rio Azul;RS;Mata Atlântica
4301958;Barra Funda;RS;Mata Atlântica
4302006;Barros Cassal;RS;Mata Atlântica
4302055;Benjamin Constant do Sul;RS;Mata Atlântica
4302105;Bento Gonçalves;RS;Mata Atlântica
4302154;Boa Vista das Missões;RS;Pampa
4302204;Boa Vista do Buricá;RS;Mata Atlântica
4302220;Boa Vista do Cadeado;RS;Pampa
4302238;Boa Vista do Incra;RS;Pampa
4302253;Boa Vista do Sul;RS;Mata Atlântica
4302303;Bom Jesus;RS;Mata Atlântica
4302352;Bom Princípio;RS;Mata Atlântica
4302378;Bom Progresso;RS;Mata Atlântica
4302402;Bom Retiro do Sul;RS;Mata Atlântica
4302451;Boqueirão do Leão;RS;Mata Atlântica
4302501;Bossoroca;RS;Pampa
4302584;Bozano;RS;Mata Atlântica
4302600;Braga;RS;Mata Atlântica
4302659;Brochier;RS;Mata Atlântica
4302709;Butiá;RS;Pampa
4302808;Caçapava do Sul;RS;Pampa
4302907;Cacequi;RS;Pampa
4303004;Cachoeira do Sul;RS;Pampa
4303103;Cachoeirinha;RS;Pampa
4303202;Cacique Doble;RS;Mata Atlântica
4303301;Caibaté;RS;Pampa
4303400;Caiçara;RS;Mata Atlântica
4303509;Camaquã;RS;Pampa
4303558;Camargo;RS;Mata Atlântica
4303608;Cambará do Sul;RS;Mata Atlântica
4303673;Campestre da Serra;RS;Mata Atlântica
4303707;Campina das Missões;RS;Mata Atlântica
4303806;Campinas do Sul;RS;Pampa
4303905;Campo Bom;RS;Mata Atlântica
4304002;Campo Novo;RS;Mata Atlântica
4304101;Campos Borges;RS;Mata Atlântica
4304200;Candelária;RS;Mata Atlântica
4304309;Cândido Godói;RS;Mata Atlântica
4304358;Candiota;RS;Pampa
4304408;Canela;RS;Mata Atlântica
4304507;Canguçu;RS;Pampa
4304606;Canoas;RS;Pampa
4304614;Canudos do Vale;RS;Mata Atlântica
4304622;Capão Bonito do Sul;RS;Mata Atlântica
4304630;Capão da Canoa;RS;Mata Atlântica
4304655;Capão do Cipó;RS;Pampa
4304663;Capão do Leão;RS;Pampa
4304671;Capivari do Sul;RS;Pampa
4304689;Capela de Santana;RS;Mata Atlântica
4304697;Capitão;RS;Mata Atlântica
4304705;Carazinho;RS;Pampa
4304713;Caraá;RS;Mata Atlântica
4304804;Carlos Barbosa;RS;Mata Atlântica
4304853;Carlos Gomes;RS;Mata Atlântica
4304903;Casca;RS;Mata Atlântica
4304952;Caseiros;RS;Mata Atlântica
4305009;Catuípe;RS;Mata Atlântica
4305108;Caxias do Sul;RS;Mata Atlântica
4305116;Centenário;RS;Mata Atlântica
4305124;Cerrito;RS;Pampa
4305132;Cerro Branco;RS;Mata Atlântica
4305157;Cerro Grande;RS;Mata Atlântica
4305173;Cerro Grande do Sul;RS;Pampa
4305207;Cerro Largo;RS;Mata Atlântica
4305306;Chapada;RS;Pampa
4305355;Charqueadas;RS;Pampa
4305371;Charrua;RS;Mata Atlântica
4305405;Chiapetta;RS;Pampa
4305439;Chuí;RS;Pampa
4305447;Chuvisca;RS;Pampa
4305454;Cidreira;RS;Pampa
4305504;Ciríaco;RS;Mata Atlântica
4305587;Colinas;RS;Mata Atlântica
4305603;Colorado;RS;Mata Atlântica
4305702;Condor;RS;Pampa
4305801;Constantina;RS;Mata Atlântica
4305835;Coqueiro Baixo;RS;Mata Atlântica
4305850;Coqueiros do Sul;RS;Pampa
4305871;Coronel Barros;RS;Mata Atlântica
4305900;Coronel Bicaco;RS;Pampa
4305934;Coronel Pilar;RS;Mata Atlântica
4305959;Cotiporã;RS;Mata Atlântica
4305975;Coxilha;RS;Pampa
4306007;Crissiumal;RS;Mata Atlântica
4306056;Cristal;RS;Pampa
4306072;Cristal do Sul;RS;Mata Atlântica
4306106;Cruz Alta;RS;Pampa
4306130;Cruzaltense;RS;Pampa
4306205;Cruzeiro do Sul;RS;Mata Atlântica
4306304;David Canabarro;RS;Mata Atlântica
4306320;Derrubadas;RS;Mata Atlântica
4306353;Dezesseis de Novembro;RS;Mata Atlântica
4306379;Dilermando de Aguiar;RS;Pampa
4306403;Dois Irmãos;RS;Mata Atlântica
4306429;Dois Irmãos das Missões;RS;Pampa
4306452;Dois Lajeados;RS;Mata Atlântica
4306502;Dom Feliciano;RS;Pampa
4306551;Dom Pedro de Alcântara;RS;Mata Atlântica
4306601;Dom Pedrito;RS;Pampa
4306700;Dona Francisca;RS;Mata Atlântica
4306734;Doutor Maurício Cardoso;RS;Mata Atlântica
4306759;Doutor Ricardo;RS;Mata Atlântica
4306767;Eldorado do Sul;RS;Pampa
4306809;Encantado;RS;Mata Atlântica
4306908;Encruzilhada do Sul;RS;Pampa
4306924;Engenho Velho;RS;Mata Atlântica
4306932;Entre-Ijuís;RS;Pampa
4306957;Entre Rios do Sul;RS;Pampa
4306973;Erebango;RS;Pampa
4307005;Erechim;RS;Mata Atlântica
4307054;Ernestina;RS;Pampa
4307104;Herval;RS;Pampa
4307203;Erval Grande;RS;Mata Atlântica
4307302;Erval Seco;RS;Mata Atlântica
4307401;Esmeralda;RS;Mata Atlântica
4307450;Esperança do Sul;RS;Mata Atlântica
4307500;Espumoso;RS;Mata Atlântica
4307559;Estação;RS;Mata Atlântica
4307609;Estância Velha;RS;Mata Atlântica
4307708;Esteio;RS;Pampa
4307807;Estrela;RS;Mata Atlântica
4307815;Estrela Velha;RS;Mata Atlântica
4307831;Eugênio de Castro;RS;Pampa
4307864;Fagundes Varela;RS;Mata Atlântica
4307906;Farroupilha;RS;Mata Atlântica
4308003;Faxinal do Soturno;RS;Mata Atlântica
4308052;Faxinalzinho;RS;Mata Atlântica
4308078;Fazenda Vilanova;RS;Mata Atlântica
4308102;Feliz;RS;Mata Atlântica
4308201;Flores da Cunha;RS;Mata Atlântica
4308250;Floriano Peixoto;RS;Mata Atlântica
4308300;Fontoura Xavier;RS;Mata Atlântica
4308409;Formigueiro;RS;Pampa
4308433;Forquetinha;RS;Mata Atlântica
4308458;Fortaleza dos Valos;RS;Pampa
4308508;Frederico Westphalen;RS;Mata Atlântica
4308607;Garibaldi;RS;Mata Atlântica
4308656;Garruchos;RS;Pampa
4308706;Gaurama;RS;Mata Atlântica
4308805;General Câmara;RS;Pampa
4308854;Gentil;RS;Mata Atlântica
4308904;Getúlio Vargas;RS;Mata Atlântica
4309001;Giruá;RS;Pampa
4309050;Glorinha;RS;Pampa
4309100;Gramado;RS;Mata Atlântica
4309126;Gramado dos Loureiros;RS;Mata Atlântica
4309159;Gramado Xavier;RS;Mata Atlântica
4309209;Gravataí;RS;Pampa
4309258;Guabiju;RS;Mata Atlântica
4309308;Guaíba;RS;Pampa
4309407;Guaporé;RS;Mata Atlântica
4309506;Guarani das Missões;RS;Mata Atlântica
4309555;Harmonia;RS;Mata Atlântica
4309571;Herveiras;RS;Mata Atlântica
4309605;Horizontina;RS;Mata Atlântica
4309654;Hulha Negra;RS;Pampa
4309704;Humaitá;RS;Mata Atlântica
4309753;Ibarama;RS;Mata Atlântica
4309803;Ibiaçá;RS;Mata Atlântica
4309902;Ibiraiaras;RS;Mata Atlântica
4309951;Ibirapuitã;RS;Mata Atlântica
4310009;Ibirubá;RS;Mata Atlântica
4310108;Igrejinha;RS;Mata Atlântica
4310207;Ijuí;RS;Mata Atlântica
4310306;Ilópolis;RS;Mata Atlântica
4310330;Imbé;RS;Pampa
4310363;Imigrante;RS;Mata Atlântica
4310405;Independência;RS;Pampa
4310413;Inhacorá;RS;Pampa
4310439;Ipê;RS;Mata Atlântica
4310462;Ipiranga do Sul;RS;Pampa
4310504;Iraí;RS;Mata Atlântica
4310538;Itaara;RS;Mata Atlântica
4310553;Itacurubi;RS;Pampa
4310579;Itapuca;RS;Mata Atlântica
4310603;Itaqui;RS;Pampa
4310652;Itati;RS;Mata Atlântica
4310702;Itatiba do Sul;RS;Mata Atlântica
4310751;Ivorá;RS;Mata Atlântica
4310801;Ivoti;RS;Mata Atlântica
4310850;Jaboticaba;RS;Mata Atlântica
4310876;Jacuizinho;RS;Mata Atlântica
4310900;Jacutinga;RS;Pampa
4311007;Jaguarão;RS;Pampa
4311106;Jaguari;RS;Mata Atlântica
4311122;Jaquirana;RS;Mata Atlântica
4311130;Jari;RS;Pampa
4311155;Jóia;RS;Pampa
4311205;Júlio de Castilhos;RS;Pampa
4311239;Lagoa Bonita do Sul;RS;Mata Atlântica
4311254;Lagoão;RS;Mata Atlântica
4311270;Lagoa dos Três Cantos;RS;Mata Atlântica
4311304;Lagoa Vermelha;RS;Mata Atlântica
4311403;Lajeado;RS;Mata Atlântica
4311429;Lajeado do Bugre;RS;Mata Atlântica
4311502;Lavras do Sul;RS;Pampa
4311601;Liberato Salzano;RS;Mata Atlântica
4311627;Lindolfo Collor;RS;Mata Atlântica
4311643;Linha Nova;RS;Mata Atlântica
4311700;Machadinho;RS;Mata Atlântica
4311718;Maçambará;RS;Pampa
4311734;Mampituba;RS;Mata Atlântica
4311759;Manoel Viana;RS;Pampa
4311775;Maquiné;RS;Mata Atlântica
4311791;Maratá;RS;Mata Atlântica
4311809;Marau;RS;Mata Atlântica
4311908;Marcelino Ramos;RS;Mata Atlântica
4311981;Mariana Pimentel;RS;Pampa
4312005;Mariano Moro;RS;Mata Atlântica
4312054;Marques de Souza;RS;Mata Atlântica
4312104;Mata;RS;Mata Atlântica
4312138;Mato Castelhano;RS;Mata Atlântica
4312153;Mato Leitão;RS;Mata Atlântica
4312179;Mato Queimado;RS;Mata Atlântica
4312203;Maximiliano de Almeida;RS;Mata Atlântica
4312252;Minas do Leão;RS;Pampa
4312302;Miraguaí;RS;Mata Atlântica
4312351;Montauri;RS;Mata Atlântica
4312377;Monte Alegre dos Campos;RS;Mata Atlântica
4312385;Monte Belo do Sul;RS;Mata Atlântica
4312401;Montenegro;RS;Pampa
4312427;Mormaço;RS;Mata Atlântica
4312443;Morrinhos do Sul;RS;Mata Atlântica
4312450;Morro Redondo;RS;Pampa
4312476;Morro Reuter;RS;Mata Atlântica
4312500;Mostardas;RS;Pampa
4312609;Muçum;RS;Mata Atlântica
4312617;Muitos Capões;RS;Mata Atlântica
4312625;Muliterno;RS;Mata Atlântica
4312658;Não-Me-Toque;RS;Mata Atlântica
4312674;Nicolau Vergueiro;RS;Mata Atlântica
4312708;Nonoai;RS;Mata Atlântica
4312757;Nova Alvorada;RS;Mata Atlântica
4312807;Nova Araçá;RS;Mata Atlântica
4312906;Nova Bassano;RS;Mata Atlântica
4312955;Nova Boa Vista;RS;Mata Atlântica
4313003;Nova Bréscia;RS;Mata Atlântica
4313011;Nova Candelária;RS;Mata Atlântica
4313037;Nova Esperança do Sul;RS;Pampa
4313060;Nova Hartz;RS;Mata Atlântica
4313086;Nova Pádua;RS;Mata Atlântica
4313102;Nova Palma;RS;Mata Atlântica
4313201;Nova Petrópolis;RS;Mata Atlântica
4313300;Nova Prata;RS;Mata Atlântica
4313334;Nova Ramada;RS;Pampa
4313359;Nova Roma do Sul;RS;Mata Atlântica
4313375;Nova Santa Rita;RS;Pampa
4313391;Novo Cabrais;RS;Pampa
4313409;Novo Hamburgo;RS;Mata Atlântica
4313425;Novo Machado;RS;Mata Atlântica
4313441;Novo Tiradentes;RS;Mata Atlântica
4313466;Novo Xingu;RS;Mata Atlântica
4313490;Novo Barreiro;RS;Mata Atlântica
4313508;Osório;RS;Pampa
4313607;Paim Filho;RS;Mata Atlântica
4313656;Palmares do Sul;RS;Pampa
4313706;Palmeira das Missões;RS;Pampa
4313805;Palmitinho;RS;Mata Atlântica
4313904;Panambi;RS;Mata Atlântica
4313953;Pantano Grande;RS;Pampa
4314001;Paraí;RS;Mata Atlântica
4314027;Paraíso do Sul;RS;Mata Atlântica
4314035;Pareci Novo;RS;Mata Atlântica
4314050;Parobé;RS;Mata Atlântica
4314068;Passa Sete;RS;Mata Atlântica
4314076;Passo do Sobrado;RS;Pampa
4314100;Passo Fundo;RS;Pampa
4314134;Paulo Bento;RS;Mata Atlântica
4314159;Paverama;RS;Mata Atlântica
4314175;Pedras Altas;RS;Pampa
4314209;Pedro Osório;RS;Pampa
4314308;Pejuçara;RS;Mata Atlântica
4314407;Pelotas;RS;Pampa
4314423;Picada Café;RS;Mata Atlântica
4314456;Pinhal;RS;Mata Atlântica
4314464;Pinhal da Serra;RS;Mata Atlântica
4314472;Pinhal Grande;RS;Pampa
4314498;Pinheirinho do Vale;RS;Mata Atlântica
4314506;Pinheiro Machado;RS;Pampa
4314548;Pinto Bandeira;RS;Mata Atlântica
4314555;Pirapó;RS;Pampa
4314605;Piratini;RS;Pampa
4314704;Planalto;RS;Mata Atlântica
4314753;Poço das Antas;RS;Mata Atlântica
4314779;Pontão;RS;Pampa
4314787;Ponte Preta;RS;Mata Atlântica
4314803;Portão;RS;Mata Atlântica
4314902;Porto Alegre;RS;Pampa
4315008;Porto Lucena;RS;Mata Atlântica
4315057;Porto Mauá;RS;Mata Atlântica
4315073;Porto Vera Cruz;RS;Mata Atlântica
4315107;Porto Xavier;RS;Mata Atlântica
4315131;Pouso Novo;RS;Mata Atlântica
4315149;Presidente Lucena;RS;Mata Atlântica
4315156;Progresso;RS;Mata Atlântica
4315172;Protásio Alves;RS;Mata Atlântica
4315206;Putinga;RS;Mata Atlântica
4315305;Quaraí;RS;Pampa
4315313;Quatro Irmãos;RS;Pampa
4315321;Quevedos;RS;Pampa
4315354;Quinze de Novembro;RS;Mata Atlântica
4315404;Redentora;RS;Mata Atlântica
4315453;Relvado;RS;Mata Atlântica
4315503;Restinga Sêca;RS;Pampa
4315552;Rio dos Índios;RS;Mata Atlântica
4315602;Rio Grande;RS;Pampa
4315701;Rio Pardo;RS;Pampa
4315750;Riozinho;RS;Mata Atlântica
4315800;Roca Sales;RS;Mata Atlântica
